"question_id","task","method","verdict","expected","j1"
"30","Contingency Table Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Chi-square Independence Test","APPLICABLE","APPLICABLE","correct"
"30","Contingency Table Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"30","Contingency Table Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Spearman Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"31","Variance Test","Kendall Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"31","Variance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Median","APPLICABLE","NOT_APPLICABLE","wrong"
"31","Variance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Quartile","APPLICABLE","NOT_APPLICABLE","wrong"
"31","Variance Test","Range","APPLICABLE","NOT_APPLICABLE","wrong"
"31","Variance Test","Standard Deviation","APPLICABLE","NOT_APPLICABLE","wrong"
"31","Variance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","Mood Variance Test","NOT_APPLICABLE","APPLICABLE","wrong"
"31","Variance Test","Levene Test","APPLICABLE","APPLICABLE","correct"
"31","Variance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"31","Variance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Mood Variance Test","NOT_APPLICABLE","APPLICABLE","wrong"
"32","Variance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"32","Variance Test","Levene Test","NOT_APPLICABLE","APPLICABLE","wrong"
"32","Variance Test","Bartlett Test","NOT_APPLICABLE","APPLICABLE","wrong"
"32","Variance Test","F-Test for Variance","NOT_APPLICABLE","APPLICABLE","wrong"
"33","Variance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"33","Variance Test","Mood Variance Test","NOT_APPLICABLE","APPLICABLE","wrong"
"33","Variance Test","Levene Test","NOT_APPLICABLE","APPLICABLE","wrong"
"33","Variance Test","Bartlett Test","NOT_APPLICABLE","APPLICABLE","wrong"
"33","Variance Test","F-Test for Variance","NOT_APPLICABLE","APPLICABLE","wrong"
"34","Correlation Analysis","Pearson Correlation Coefficient","NOT_APPLICABLE","APPLICABLE","wrong"
"34","Correlation Analysis","Spearman Correlation Coefficient","APPLICABLE","APPLICABLE","correct"
"34","Correlation Analysis","Kendall Correlation Coefficient","APPLICABLE","APPLICABLE","correct"
"34","Correlation Analysis","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"34","Correlation Analysis","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Chi-square Independence Test","APPLICABLE","APPLICABLE","correct"
"35","Contingency Table Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Fisher Exact Test","NOT_APPLICABLE","APPLICABLE","wrong"
"35","Contingency Table Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"35","Contingency Table Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Spearman Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"36","Variance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Standard Deviation","APPLICABLE","NOT_APPLICABLE","wrong"
"36","Variance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Mood Variance Test","NOT_APPLICABLE","APPLICABLE","wrong"
"36","Variance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"36","Variance Test","Levene Test","APPLICABLE","APPLICABLE","correct"
"36","Variance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Spearman Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"37","Distribution Compliance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","APPLICABLE","wrong"
"37","Distribution Compliance Test","Kendall Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"37","Distribution Compliance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","APPLICABLE","wrong"
"37","Distribution Compliance Test","Anderson-Darling Test","NOT_APPLICABLE","APPLICABLE","wrong"
"37","Distribution Compliance Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Kolmogorov-Smirnov Test","APPLICABLE","NOT_APPLICABLE","wrong"
"37","Distribution Compliance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Median","APPLICABLE","NOT_APPLICABLE","wrong"
"37","Distribution Compliance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Quartile","APPLICABLE","NOT_APPLICABLE","wrong"
"37","Distribution Compliance Test","Range","APPLICABLE","NOT_APPLICABLE","wrong"
"37","Distribution Compliance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Skewness","APPLICABLE","NOT_APPLICABLE","wrong"
"37","Distribution Compliance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"37","Distribution Compliance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Kendall Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"38","Distribution Compliance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Anderson-Darling Test","NOT_APPLICABLE","APPLICABLE","wrong"
"38","Distribution Compliance Test","Spearman Correlation Coefficient","APPLICABLE","NOT_APPLICABLE","wrong"
"38","Distribution Compliance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Lilliefors Test","NOT_APPLICABLE","APPLICABLE","wrong"
"38","Distribution Compliance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","APPLICABLE","wrong"
"38","Distribution Compliance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Median","APPLICABLE","NOT_APPLICABLE","wrong"
"38","Distribution Compliance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Range","APPLICABLE","NOT_APPLICABLE","wrong"
"38","Distribution Compliance Test","Standard Deviation","APPLICABLE","NOT_APPLICABLE","wrong"
"38","Distribution Compliance Test","Quartile","APPLICABLE","NOT_APPLICABLE","wrong"
"38","Distribution Compliance Test","Skewness","APPLICABLE","NOT_APPLICABLE","wrong"
"38","Distribution Compliance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","Levene Test","APPLICABLE","NOT_APPLICABLE","wrong"
"39","Distribution Compliance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"38","Distribution Compliance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Anderson-Darling Test","NOT_APPLICABLE","APPLICABLE","wrong"
"39","Distribution Compliance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","APPLICABLE","wrong"
"39","Distribution Compliance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Lilliefors Test","NOT_APPLICABLE","APPLICABLE","wrong"
"39","Distribution Compliance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Mode","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Range","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Skewness","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Quartile","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Standard Deviation","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Kurtosis","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","F-Test for Variance","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Levene Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Mood Variance Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Pearson Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Kendall Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"39","Distribution Compliance Test","Bartlett Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Spearman Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Shapiro-Wilk Test of Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Kolmogorov-Smirnov Test for Normality","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Anderson-Darling Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Partial Correlation Coefficient","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Lilliefors Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Kolmogorov-Smirnov Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Kolmogorov-Smirnov Test for Gamma distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Kolmogorov-Smirnov Test for Exponential distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Chi-square Independence Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Kolmogorov-Smirnov Test for Uniform distribution","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Fisher Exact Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Mantel-Haenszel Test","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Mean","NOT_APPLICABLE","NOT_APPLICABLE","correct"
"40","Variance Test","Median","NOT_APPLICABLE","NOT_APPLICABLE","correct"
